RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
1745,2023-10-25,Kagiso Rabada,Afghanistan,70,17,13,7.9
1746,2024-07-02,Kagiso Rabada,West Indies,80,11,9,8.6
1747,2023-06-12,Virat Kohli,West Indies,91,19,0,10.0
1748,2024-02-29,Shaheen Afridi,South Africa,64,11,25,6.9
1749,2023-01-09,Wanindu Hasaranga,New Zealand,91,17,0,9.9
1750,2023-09-01,Tom Latham,India,68,9,23,7.2
1751,2023-11-16,Babar Azam,Pakistan,73,12,15,7.9
1752,2024-10-01,Shaheen Afridi,Australia,58,18,24,6.7
1753,2025-04-26,Rohit Sharma,Bangladesh,62,19,19,7.1
1754,2023-10-18,Suryakumar Yadav,South Africa,71,3,26,7.2
1755,2024-08-29,Rohit Sharma,India,63,9,28,6.8
1756,2024-11-19,Mustafizur Rahman,Australia,65,14,21,7.2
1757,2025-03-27,Shaheen Afridi,Pakistan,81,6,13,8.4
1758,2023-06-09,David Warner,Sri Lanka,84,7,9,8.8
1759,2025-01-10,Jofra Archer,South Africa,91,11,0,9.7
1760,2024-02-27,Mohammed Shami,Sri Lanka,64,12,24,7.0
1761,2024-01-17,Kane Williamson,Australia,63,9,28,6.8
1762,2023-02-13,Rashid Khan,Afghanistan,61,11,28,6.7
1763,2024-01-21,Rashid Khan,Australia,73,18,9,8.2
1764,2023-08-24,Shakib Al Hasan,England,75,11,14,8.1
1765,2023-01-22,Jofra Archer,Afghanistan,57,16,27,6.5
1766,2023-02-04,Shakib Al Hasan,South Africa,85,6,9,8.8
1767,2023-10-29,Andre Russell,South Africa,65,5,30,6.8
1768,2023-03-18,Rashid Khan,India,68,5,27,7.0
1769,2024-03-10,Mitchell Starc,West Indies,89,4,7,9.1
1770,2024-03-27,Kusal Mendis,Bangladesh,60,9,31,6.5
1771,2023-02-11,Mujeeb Ur Rahman,Bangladesh,71,5,24,7.3
1772,2023-09-04,Temba Bavuma,New Zealand,81,4,15,8.3
1773,2024-12-10,Aiden Markram,Pakistan,61,8,31,6.5
1774,2025-02-23,Ravindra Jadeja,Bangladesh,81,8,11,8.5
1775,2025-03-18,KL Rahul,Pakistan,84,4,12,8.6
1776,2024-08-07,Steve Smith,South Africa,61,6,33,6.4
1777,2024-10-03,Shaheen Afridi,Afghanistan,64,20,16,7.4
1778,2023-08-09,Steve Smith,India,63,3,34,6.5
1779,2024-05-19,Angelo Mathews,Afghanistan,95,11,0,10.0
1780,2024-04-12,Ben Stokes,Afghanistan,72,20,8,8.2
1781,2024-06-03,Travis Head,Australia,58,16,26,6.6
1782,2024-07-27,Glenn Maxwell,England,61,16,23,6.9
1783,2024-12-09,Suryakumar Yadav,Australia,95,7,0,9.8
1784,2025-03-17,Jofra Archer,Sri Lanka,93,5,2,9.5
1785,2023-07-10,Pat Cummins,Pakistan,76,5,19,7.9
1786,2023-09-10,Rohit Sharma,Australia,80,16,4,8.8
1787,2024-01-27,Shaheen Afridi,New Zealand,57,10,33,6.2
1788,2023-12-02,Harry Brook,West Indies,81,9,10,8.6
1789,2023-10-02,Kane Williamson,Australia,59,3,38,6.0
1790,2025-03-26,Dasun Shanaka,India,95,8,0,9.9
1791,2023-11-09,Jos Buttler,Australia,78,3,19,8.0
1792,2025-02-27,Devon Conway,West Indies,94,8,0,9.8
1793,2023-07-22,Ben Stokes,Sri Lanka,61,7,32,6.5
1794,2024-03-25,Jofra Archer,West Indies,65,13,22,7.1
1795,2025-02-28,Litton Das,Pakistan,57,6,37,6.0
1796,2025-05-26,Rashid Khan,South Africa,82,6,12,8.5
1797,2023-10-07,Andre Russell,South Africa,57,16,27,6.5
1798,2023-10-21,Virat Kohli,Bangladesh,80,8,12,8.4
1799,2023-05-11,Virat Kohli,England,61,9,30,6.6
1800,2023-03-03,Aiden Markram,England,72,12,16,7.8
1801,2023-08-12,MS Dhoni,New Zealand,81,3,16,8.2
1802,2024-12-22,Litton Das,Australia,73,9,18,7.8
1803,2023-07-09,Shaheen Afridi,India,67,10,23,7.2
1804,2023-12-01,Dasun Shanaka,Sri Lanka,58,20,22,6.8
1805,2023-02-18,Mohammad Rizwan,Australia,81,4,15,8.3
1806,2023-12-11,Pat Cummins,Pakistan,71,12,17,7.7
1807,2025-05-17,Wanindu Hasaranga,West Indies,70,7,23,7.3
1808,2024-06-02,Joe Root,West Indies,90,18,0,9.9
1809,2024-12-07,Fakhar Zaman,Australia,60,3,37,6.2
1810,2023-12-20,Trent Boult,New Zealand,57,18,25,6.6
1811,2024-01-30,Nicholas Pooran,Pakistan,69,14,17,7.6
1812,2023-04-24,Jos Buttler,Afghanistan,59,20,21,6.9
1813,2023-08-19,Shimron Hetmyer,India,71,9,20,7.5
1814,2024-08-19,Fakhar Zaman,Afghanistan,85,6,9,8.8
1815,2023-10-07,Fakhar Zaman,England,56,13,31,6.2
1816,2025-02-13,Steve Smith,Afghanistan,60,13,27,6.7
1817,2024-09-13,Mustafizur Rahman,Sri Lanka,66,4,30,6.8
1818,2024-11-06,Jos Buttler,West Indies,75,18,7,8.4
1819,2025-05-26,Mohammad Rizwan,Australia,56,7,37,5.9
1820,2023-10-13,Mohammad Rizwan,England,64,3,33,6.6
1821,2023-03-26,Shaheen Afridi,South Africa,72,11,17,7.8
1822,2023-06-19,Pat Cummins,England,82,15,3,8.9
1823,2023-03-17,Jasprit Bumrah,Afghanistan,93,10,0,9.8
1824,2023-03-29,Pat Cummins,Australia,76,15,9,8.3
1825,2023-08-09,Jonny Bairstow,West Indies,73,19,8,8.2
1826,2024-12-30,Ben Stokes,Bangladesh,94,19,0,10.3
1827,2024-07-03,Jasprit Bumrah,England,70,3,27,7.1
1828,2024-10-02,Angelo Mathews,Afghanistan,85,11,4,9.1
1829,2023-06-01,Ben Stokes,New Zealand,91,8,1,9.5
1830,2024-10-19,Tom Latham,South Africa,81,14,5,8.8
1831,2023-03-01,Mohammad Rizwan,South Africa,81,15,4,8.8
1832,2023-06-04,Glenn Maxwell,England,84,4,12,8.6
1833,2024-07-12,Travis Head,New Zealand,87,10,3,9.2
1834,2023-08-12,MS Dhoni,India,92,4,4,9.4
1835,2024-08-29,Trent Boult,New Zealand,84,7,9,8.8
1836,2024-09-13,Angelo Mathews,New Zealand,69,4,27,7.1
1837,2023-08-11,Shubman Gill,Afghanistan,65,6,29,6.8
1838,2024-04-10,Litton Das,Sri Lanka,68,18,14,7.7
1839,2024-02-23,Litton Das,Australia,79,11,10,8.4
1840,2024-07-19,Jofra Archer,New Zealand,55,16,29,6.3
1841,2023-02-20,Temba Bavuma,Sri Lanka,88,14,0,9.5
1842,2024-04-01,Nicholas Pooran,Bangladesh,62,17,21,7.0
1843,2024-04-11,Travis Head,Afghanistan,81,4,15,8.3
1844,2024-08-14,Harry Brook,Bangladesh,82,4,14,8.4
1845,2024-03-07,Steve Smith,South Africa,93,13,0,9.9
1846,2024-02-26,Ravindra Jadeja,India,64,19,17,7.3
1847,2024-08-03,Mitchell Starc,England,57,11,32,6.2
1848,2023-01-26,Harry Brook,Sri Lanka,84,3,13,8.6
1849,2023-10-18,Mohammed Shami,Afghanistan,74,11,15,8.0
1850,2023-06-16,David Warner,Bangladesh,77,20,3,8.7
1851,2023-02-06,Kane Williamson,Australia,74,9,17,7.9
1852,2023-02-01,Ben Stokes,Sri Lanka,56,9,35,6.0
1853,2024-11-04,Kusal Mendis,New Zealand,70,9,21,7.5
1854,2024-03-07,Shakib Al Hasan,South Africa,95,9,0,9.9
1855,2023-07-19,Steve Smith,India,58,9,33,6.2
1856,2023-05-28,Kusal Mendis,West Indies,83,5,12,8.6
1857,2025-02-03,Yashasvi Jaiswal,South Africa,71,7,22,7.5
1858,2024-11-16,Suryakumar Yadav,New Zealand,58,15,27,6.6
1859,2023-05-04,MS Dhoni,Afghanistan,61,15,24,6.9
1860,2024-12-23,Litton Das,Bangladesh,67,16,17,7.5
1861,2024-08-26,Quinton de Kock,West Indies,94,11,0,9.9
1862,2023-09-24,Wanindu Hasaranga,Afghanistan,91,20,0,10.1
1863,2023-10-14,Dasun Shanaka,Pakistan,81,9,10,8.6
1864,2023-04-11,Kane Williamson,South Africa,60,19,21,6.9
1865,2025-05-01,Kagiso Rabada,Pakistan,76,12,12,8.2
1866,2024-05-15,Ravindra Jadeja,Afghanistan,56,18,26,6.5
1867,2025-04-01,Jason Holder,Australia,68,9,23,7.2
1868,2024-07-21,Trent Boult,West Indies,55,6,39,5.8
1869,2024-06-10,Kane Williamson,India,64,18,18,7.3
1870,2023-07-09,Trent Boult,Australia,76,7,17,8.0
1871,2024-11-27,Tom Latham,Australia,92,8,0,9.6
1872,2024-01-30,Jofra Archer,India,88,8,4,9.2
1873,2024-12-17,Travis Head,Afghanistan,76,16,8,8.4
1874,2024-02-29,Jos Buttler,Pakistan,88,13,0,9.4
1875,2024-11-01,Pat Cummins,India,65,6,29,6.8
1876,2025-03-25,Travis Head,Pakistan,93,19,0,10.2
1877,2023-09-13,Jofra Archer,England,58,15,27,6.6
1878,2024-11-26,Quinton de Kock,South Africa,62,7,31,6.6
1879,2024-10-02,Virat Kohli,West Indies,93,12,0,9.9
1880,2023-04-27,Ravindra Jadeja,West Indies,55,4,41,5.7
1881,2023-07-26,Rahmanullah Gurbaz,Afghanistan,95,13,0,10.1
1882,2023-12-04,Glenn Maxwell,Australia,89,3,8,9.1
1883,2023-12-30,Wanindu Hasaranga,England,72,17,11,8.1
1884,2023-02-02,Jonny Bairstow,Afghanistan,58,16,26,6.6
1885,2024-10-26,Virat Kohli,Sri Lanka,70,16,14,7.8
1886,2023-03-14,Shimron Hetmyer,Australia,61,11,28,6.7
1887,2025-02-26,Travis Head,Afghanistan,66,18,16,7.5
1888,2024-03-10,Nicholas Pooran,India,71,10,19,7.6
1889,2023-05-08,David Warner,Sri Lanka,70,3,27,7.1
1890,2023-02-25,Mohammad Rizwan,New Zealand,80,10,10,8.5
1891,2024-12-22,Travis Head,Afghanistan,77,3,20,7.9
1892,2024-07-09,Kane Williamson,Pakistan,94,3,3,9.5
1893,2024-11-30,Shubman Gill,South Africa,76,18,6,8.5
1894,2023-11-25,Nicholas Pooran,South Africa,78,20,2,8.8
1895,2024-09-13,Wanindu Hasaranga,Bangladesh,85,18,0,9.4
1896,2024-10-04,Fakhar Zaman,West Indies,66,14,20,7.3
1897,2023-02-22,Mustafizur Rahman,New Zealand,89,12,0,9.5
1898,2023-03-24,Nicholas Pooran,Australia,66,5,29,6.9
1899,2023-01-31,Shakib Al Hasan,India,91,5,4,9.4
1900,2025-05-28,Kagiso Rabada,Bangladesh,73,14,13,8.0
1901,2023-02-28,Trent Boult,Bangladesh,91,6,3,9.4
1902,2025-03-07,Hardik Pandya,India,72,16,12,8.0
1903,2024-09-12,Nicholas Pooran,India,85,16,0,9.3
1904,2023-03-29,Mitchell Starc,South Africa,55,6,39,5.8
1905,2025-01-21,Nicholas Pooran,Bangladesh,94,20,0,10.4
1906,2023-11-10,Rishabh Pant,Afghanistan,85,4,11,8.7
1907,2024-01-29,Shubman Gill,England,92,9,0,9.7
1908,2025-04-05,Andre Russell,South Africa,70,17,13,7.9
1909,2023-04-28,Trent Boult,India,67,11,22,7.2
1910,2023-10-28,Quinton de Kock,England,57,19,24,6.7
1911,2023-07-18,Virat Kohli,Afghanistan,78,5,17,8.1
1912,2023-08-05,Joe Root,England,59,4,37,6.1
1913,2024-11-20,Kusal Mendis,Afghanistan,69,4,27,7.1
1914,2024-02-23,Andre Russell,India,67,18,15,7.6
1915,2024-08-12,Ravindra Jadeja,West Indies,78,4,18,8.0
1916,2023-06-13,KL Rahul,Afghanistan,75,11,14,8.1
1917,2023-07-26,MS Dhoni,India,87,9,4,9.2
1918,2024-11-28,Babar Azam,South Africa,82,10,8,8.7
1919,2024-10-29,Shubman Gill,New Zealand,68,20,12,7.8
1920,2024-07-07,Yashasvi Jaiswal,Afghanistan,59,20,21,6.9
1921,2024-12-07,Ben Stokes,Sri Lanka,55,17,28,6.3
1922,2023-11-04,Rohit Sharma,England,90,14,0,9.7
1923,2023-09-23,Harry Brook,New Zealand,82,20,0,9.2
1924,2025-01-23,Pat Cummins,New Zealand,76,18,6,8.5
1925,2023-12-14,Ben Stokes,Pakistan,87,20,0,9.7
1926,2023-06-09,Shaheen Afridi,West Indies,75,20,5,8.5
1927,2023-11-25,Kagiso Rabada,West Indies,73,9,18,7.8
1928,2023-09-07,Aiden Markram,New Zealand,56,15,29,6.3
1929,2023-06-12,Jonny Bairstow,South Africa,57,20,23,6.7
1930,2025-03-04,Aiden Markram,Afghanistan,92,13,0,9.8
1931,2025-05-07,Joe Root,Sri Lanka,61,11,28,6.7
1932,2024-07-17,Kagiso Rabada,Bangladesh,66,11,23,7.1
1933,2023-12-18,Litton Das,New Zealand,78,5,17,8.1
1934,2023-12-14,Wanindu Hasaranga,India,77,3,20,7.9
1935,2024-05-20,Harry Brook,South Africa,73,7,20,7.7
1936,2025-05-09,Joe Root,New Zealand,93,11,0,9.8
1937,2023-03-13,Rahmanullah Gurbaz,West Indies,63,17,20,7.1
1938,2024-06-16,David Warner,Sri Lanka,79,18,3,8.8
1939,2023-07-11,Mohammad Rizwan,Afghanistan,70,19,11,8.0
1940,2024-02-07,Harry Brook,India,59,6,35,6.2
1941,2025-04-06,Wanindu Hasaranga,Bangladesh,60,10,30,6.5
1942,2025-04-30,Travis Head,England,57,3,40,5.8
1943,2024-03-24,Ben Stokes,Bangladesh,66,17,17,7.5
1944,2024-06-05,Mujeeb Ur Rahman,South Africa,92,3,5,9.4
1945,2025-01-14,Shakib Al Hasan,West Indies,64,7,29,6.8
1946,2023-08-29,David Warner,Australia,89,12,0,9.5
1947,2024-10-10,Fakhar Zaman,Bangladesh,56,7,37,5.9
1948,2025-04-14,Shimron Hetmyer,Sri Lanka,87,4,9,8.9
1949,2024-10-22,Kagiso Rabada,Pakistan,73,19,8,8.2
1950,2025-04-03,Kagiso Rabada,Bangladesh,72,18,10,8.1
1951,2023-08-10,Devon Conway,Australia,75,17,8,8.3
1952,2025-05-25,Ravindra Jadeja,Sri Lanka,67,17,16,7.5
1953,2025-04-20,Babar Azam,Australia,66,4,30,6.8
1954,2025-04-11,Hardik Pandya,England,78,3,19,8.0
1955,2023-09-22,Shimron Hetmyer,Afghanistan,67,16,17,7.5
1956,2024-03-29,Mujeeb Ur Rahman,Pakistan,77,19,4,8.7
1957,2024-10-30,David Warner,Australia,74,16,10,8.2
1958,2024-06-26,Hardik Pandya,South Africa,73,6,21,7.6
1959,2023-04-19,Shubman Gill,India,80,11,9,8.6
1960,2023-04-03,Mohammed Shami,Afghanistan,87,7,6,9.1
1961,2025-03-27,Suryakumar Yadav,Bangladesh,56,11,33,6.2
1962,2024-09-11,Shimron Hetmyer,South Africa,84,4,12,8.6
1963,2023-05-15,Hardik Pandya,India,84,19,0,9.4
1964,2024-07-12,Kane Williamson,England,61,11,28,6.7
1965,2023-05-27,Shubman Gill,South Africa,78,10,12,8.3
1966,2023-11-04,Shakib Al Hasan,Australia,62,18,20,7.1
1967,2024-03-15,Shimron Hetmyer,New Zealand,87,6,7,9.0
1968,2024-07-16,Mustafizur Rahman,Pakistan,60,18,22,6.9
1969,2024-11-17,Jason Holder,Sri Lanka,87,20,0,9.7
1970,2023-02-13,Jofra Archer,New Zealand,84,18,0,9.3
1971,2024-10-25,Kagiso Rabada,Sri Lanka,84,18,0,9.3
1972,2024-01-18,Jonny Bairstow,Afghanistan,70,10,20,7.5
1973,2025-04-28,Virat Kohli,England,74,19,7,8.3
1974,2023-04-11,Hardik Pandya,England,79,8,13,8.3
1975,2025-04-14,Shakib Al Hasan,South Africa,81,3,16,8.2
1976,2024-08-16,Fakhar Zaman,Pakistan,63,9,28,6.8
1977,2023-08-29,David Warner,Bangladesh,64,17,19,7.2
1978,2024-06-09,Rishabh Pant,Afghanistan,78,11,11,8.3
1979,2023-05-05,Steve Smith,West Indies,56,13,31,6.2
1980,2024-04-01,Ben Stokes,Afghanistan,87,18,0,9.6
1981,2023-02-28,Babar Azam,Sri Lanka,64,17,19,7.2
1982,2025-02-25,Tom Latham,Sri Lanka,91,13,0,9.8
1983,2024-10-29,Quinton de Kock,India,73,11,16,7.9
1984,2024-03-10,Rashid Khan,England,56,4,40,5.8
1985,2024-01-28,Kusal Mendis,Pakistan,61,7,32,6.5
1986,2023-02-05,Mohammad Rizwan,South Africa,62,10,28,6.7
1987,2025-03-24,Aiden Markram,South Africa,66,7,27,6.9
1988,2023-05-29,Pat Cummins,South Africa,89,8,3,9.3
1989,2025-02-02,Mujeeb Ur Rahman,Australia,63,17,20,7.1
1990,2023-08-13,Rishabh Pant,India,68,8,24,7.2
1991,2024-01-03,Harry Brook,South Africa,75,13,12,8.1
1992,2023-04-17,Tom Latham,India,87,3,10,8.8
1993,2023-12-29,Kagiso Rabada,Bangladesh,94,15,0,10.1
1994,2023-03-10,Kane Williamson,Afghanistan,62,18,20,7.1
1995,2023-04-18,Mohammad Rizwan,England,61,10,29,6.6
1996,2023-12-13,Shimron Hetmyer,New Zealand,64,13,23,7.0
1997,2025-02-21,Ravindra Jadeja,Sri Lanka,55,14,31,6.2
1998,2025-06-06,Dasun Shanaka,Bangladesh,89,7,4,9.2
1999,2024-03-28,Harry Brook,England,92,13,0,9.8
2000,2024-03-23,David Warner,India,63,13,24,6.9
2001,2023-11-15,Tom Latham,Pakistan,55,9,36,5.9
2002,2023-10-18,Nicholas Pooran,England,86,9,5,9.1
2003,2024-10-09,Quinton de Kock,Sri Lanka,88,8,4,9.2
2004,2023-07-18,Kagiso Rabada,Afghanistan,89,19,0,9.8
2005,2024-04-28,Angelo Mathews,Sri Lanka,73,7,20,7.7
2006,2025-05-01,Yashasvi Jaiswal,Pakistan,73,17,10,8.1
2007,2024-05-09,Yashasvi Jaiswal,South Africa,76,6,18,7.9
2008,2024-02-23,Mohammad Rizwan,Australia,68,19,13,7.8
2009,2025-04-30,Joe Root,West Indies,56,18,26,6.5
2010,2023-06-29,Jasprit Bumrah,Sri Lanka,69,20,11,7.9
2011,2025-04-23,Mitchell Starc,Pakistan,64,10,26,6.9
2012,2024-05-14,Glenn Maxwell,Afghanistan,60,14,26,6.7
2013,2023-07-08,Suryakumar Yadav,Pakistan,81,10,9,8.6
2014,2023-12-18,Yashasvi Jaiswal,Afghanistan,67,6,27,7.0
2015,2023-04-07,Rashid Khan,Bangladesh,62,13,25,6.9
2016,2025-04-07,Glenn Maxwell,Pakistan,63,8,29,6.7
2017,2023-11-08,Jason Holder,Afghanistan,94,3,3,9.5
2018,2023-03-12,Shubman Gill,Afghanistan,94,3,3,9.5
2019,2023-03-01,Wanindu Hasaranga,Pakistan,74,19,7,8.3
2020,2023-06-10,Kusal Mendis,England,75,14,11,8.2
2021,2023-10-07,Shakib Al Hasan,Pakistan,72,16,12,8.0
2022,2024-11-24,Mohammed Shami,Bangladesh,76,10,14,8.1
2023,2023-05-18,Shimron Hetmyer,Afghanistan,72,19,9,8.1
2024,2025-02-17,Ben Stokes,Sri Lanka,69,8,23,7.3
2025,2024-02-26,Jofra Archer,New Zealand,69,13,18,7.5
2026,2023-12-28,Devon Conway,India,80,7,13,8.3
2027,2024-09-21,Mustafizur Rahman,Bangladesh,58,7,35,6.2
2028,2024-06-09,Babar Azam,New Zealand,79,19,2,8.8
2029,2023-10-25,Rohit Sharma,New Zealand,65,4,31,6.7
2030,2024-10-18,Rohit Sharma,Bangladesh,82,11,7,8.8
2031,2024-08-15,Shaheen Afridi,West Indies,81,5,14,8.3
2032,2023-01-24,Pat Cummins,India,57,12,31,6.3
2033,2024-04-25,KL Rahul,Afghanistan,87,13,0,9.4
2034,2024-12-23,Shaheen Afridi,West Indies,57,12,31,6.3
2035,2023-03-29,Harry Brook,South Africa,80,3,17,8.1
2036,2025-05-26,Shakib Al Hasan,Australia,95,19,0,10.4
2037,2023-07-14,Nicholas Pooran,South Africa,80,17,3,8.8
2038,2024-06-10,Harry Brook,India,67,6,27,7.0
2039,2025-05-30,Temba Bavuma,West Indies,68,6,26,7.1
2040,2023-06-25,Shaheen Afridi,West Indies,92,4,4,9.4
2041,2023-08-07,Angelo Mathews,Sri Lanka,85,7,8,8.8
2042,2023-10-05,Travis Head,South Africa,64,18,18,7.3
2043,2023-07-15,Kusal Mendis,Australia,69,12,19,7.5
2044,2024-07-06,Kane Williamson,West Indies,56,3,41,5.8
2045,2024-08-14,Andre Russell,South Africa,92,3,5,9.4
2046,2025-04-11,Kagiso Rabada,Sri Lanka,68,11,21,7.3
2047,2024-10-16,Rohit Sharma,South Africa,79,3,18,8.1
2048,2025-05-21,Rashid Khan,India,79,12,9,8.5
2049,2023-03-01,Rahmanullah Gurbaz,New Zealand,72,12,16,7.8
2050,2023-08-26,Aiden Markram,Afghanistan,68,9,23,7.2
2051,2023-11-01,Kane Williamson,Pakistan,63,13,24,6.9
2052,2025-02-09,Fakhar Zaman,New Zealand,85,9,6,8.9
2053,2025-05-30,Steve Smith,India,68,4,28,7.0
2054,2023-04-16,Trent Boult,India,85,20,0,9.5
2055,2023-02-10,Quinton de Kock,Sri Lanka,91,9,0,9.5
2056,2023-10-06,Ravindra Jadeja,Pakistan,56,11,33,6.2
2057,2024-01-01,KL Rahul,India,91,12,0,9.7
2058,2024-08-01,Jonny Bairstow,India,56,11,33,6.2
2059,2025-04-10,Yashasvi Jaiswal,England,66,12,22,7.2
2060,2023-02-23,Shubman Gill,England,74,12,14,8.0
2061,2023-03-07,Suryakumar Yadav,Afghanistan,94,16,0,10.2
2062,2025-03-12,Babar Azam,Afghanistan,89,19,0,9.8
2063,2024-01-17,Ravindra Jadeja,Sri Lanka,57,6,37,6.0
2064,2023-02-08,Rishabh Pant,West Indies,87,15,0,9.4
2065,2025-02-03,Glenn Maxwell,England,77,7,16,8.1
2066,2025-04-06,Jasprit Bumrah,Bangladesh,71,10,19,7.6
2067,2023-10-05,Rishabh Pant,Pakistan,63,3,34,6.5
2068,2023-12-07,Angelo Mathews,Bangladesh,70,7,23,7.3
2069,2025-02-06,Andre Russell,New Zealand,81,15,4,8.8
2070,2024-09-10,MS Dhoni,Pakistan,57,16,27,6.5
2071,2023-10-29,KL Rahul,India,69,6,25,7.2
2072,2023-11-20,Temba Bavuma,Afghanistan,78,15,7,8.6
2073,2024-12-18,Ben Stokes,England,58,17,25,6.7
2074,2025-05-28,Virat Kohli,India,67,4,29,6.9
2075,2023-10-23,Rohit Sharma,South Africa,57,12,31,6.3
2076,2024-01-19,Shimron Hetmyer,Bangladesh,77,6,17,8.0
2077,2023-07-24,Shimron Hetmyer,Australia,62,3,35,6.3
2078,2023-03-16,Travis Head,Afghanistan,57,20,23,6.7
2079,2023-06-10,Fakhar Zaman,New Zealand,65,7,28,6.9
2080,2024-07-04,Glenn Maxwell,Sri Lanka,57,16,27,6.5
2081,2023-05-04,Kusal Mendis,West Indies,91,15,0,9.8
2082,2025-02-03,Angelo Mathews,West Indies,71,5,24,7.3
2083,2023-10-02,Travis Head,Afghanistan,78,13,9,8.4
2084,2024-06-09,Mujeeb Ur Rahman,England,90,19,0,9.9
2085,2023-12-17,Fakhar Zaman,England,59,19,22,6.9
2086,2023-07-18,Pat Cummins,England,78,4,18,8.0
2087,2024-05-25,Jos Buttler,Bangladesh,85,17,0,9.4
2088,2023-03-18,KL Rahul,West Indies,89,19,0,9.8
2089,2024-05-19,Babar Azam,England,80,7,13,8.3
2090,2025-01-31,Kusal Mendis,India,71,6,23,7.4
2091,2024-06-12,Yashasvi Jaiswal,Afghanistan,85,7,8,8.8
2092,2025-05-16,Kusal Mendis,Pakistan,80,18,2,8.9
2093,2023-08-11,Mujeeb Ur Rahman,Australia,55,20,25,6.5
2094,2024-10-24,Rishabh Pant,Afghanistan,78,12,10,8.4
2095,2024-08-06,Dasun Shanaka,India,64,20,16,7.4
2096,2024-09-20,Angelo Mathews,England,61,6,33,6.4
2097,2023-02-05,Kusal Mendis,Afghanistan,88,20,0,9.8
2098,2024-06-15,Joe Root,Sri Lanka,90,11,0,9.5
2099,2024-01-01,Suryakumar Yadav,Bangladesh,85,19,0,9.4
2100,2023-09-13,Ben Stokes,Bangladesh,93,17,0,10.1
2101,2024-08-31,Mustafizur Rahman,New Zealand,61,8,31,6.5
2102,2025-06-03,Jos Buttler,Bangladesh,59,9,32,6.3
2103,2025-03-17,Steve Smith,South Africa,94,7,0,9.8
2104,2025-06-15,Ben Stokes,Sri Lanka,78,13,9,8.4
2105,2023-05-16,Mohammed Shami,Bangladesh,83,14,3,9.0
2106,2023-01-29,Jos Buttler,West Indies,86,3,11,8.8
2107,2024-02-19,MS Dhoni,England,63,13,24,6.9
2108,2023-12-25,Steve Smith,Pakistan,64,4,32,6.6
2109,2024-01-27,Suryakumar Yadav,England,62,12,26,6.8
2110,2023-12-19,Dasun Shanaka,Sri Lanka,94,17,0,10.2
2111,2025-01-26,Mohammad Rizwan,West Indies,90,3,7,9.2
2112,2025-06-14,Temba Bavuma,New Zealand,78,10,12,8.3
2113,2025-05-09,Trent Boult,South Africa,78,16,6,8.6
2114,2024-01-21,Shimron Hetmyer,Sri Lanka,56,8,36,6.0
2115,2023-01-24,Jason Holder,Bangladesh,87,12,1,9.3
2116,2024-09-02,Babar Azam,England,85,20,0,9.5
2117,2023-01-03,Pat Cummins,New Zealand,60,4,36,6.2
2118,2023-12-05,Kagiso Rabada,Afghanistan,95,18,0,10.4
2119,2023-07-09,Tom Latham,West Indies,76,7,17,8.0
2120,2023-09-20,Travis Head,India,57,11,32,6.2
2121,2023-09-11,Temba Bavuma,Bangladesh,76,11,13,8.1
2122,2024-05-22,Mohammad Rizwan,Australia,64,11,25,6.9
2123,2023-08-06,Mohammad Rizwan,Australia,78,19,3,8.8
2124,2023-07-03,Devon Conway,England,68,19,13,7.8
2125,2024-12-23,Virat Kohli,Bangladesh,85,17,0,9.4
2126,2024-05-22,Kane Williamson,West Indies,89,5,6,9.2
2127,2025-01-23,Litton Das,England,93,15,0,10.0
2128,2024-04-16,Pat Cummins,Sri Lanka,70,13,17,7.7
2129,2023-12-23,Shaheen Afridi,South Africa,73,7,20,7.7
2130,2023-10-03,Ravindra Jadeja,West Indies,91,8,1,9.5
2131,2023-06-04,Rashid Khan,West Indies,84,5,11,8.7
2132,2023-04-06,Suryakumar Yadav,Pakistan,85,3,12,8.7
2133,2025-04-19,Rahmanullah Gurbaz,India,66,5,29,6.9
2134,2024-04-24,Kagiso Rabada,Australia,77,17,6,8.6
2135,2024-01-08,KL Rahul,Australia,87,3,10,8.8
2136,2024-07-03,Shimron Hetmyer,Afghanistan,73,4,23,7.5
2137,2025-05-09,Jos Buttler,Australia,57,18,25,6.6
2138,2025-06-17,David Warner,Sri Lanka,93,14,0,10.0
2139,2024-10-29,Dasun Shanaka,England,91,20,0,10.1
2140,2025-03-02,Tom Latham,Pakistan,65,6,29,6.8
2141,2024-01-14,Kusal Mendis,Afghanistan,77,10,13,8.2
2142,2024-04-18,Wanindu Hasaranga,Sri Lanka,89,13,0,9.5
2143,2023-04-07,MS Dhoni,Australia,67,20,13,7.7
2144,2024-01-22,Rashid Khan,England,81,14,5,8.8
2145,2023-10-31,Suryakumar Yadav,England,72,9,19,7.7
2146,2024-02-24,Trent Boult,England,89,14,0,9.6
2147,2023-03-18,David Warner,West Indies,68,16,16,7.6
2148,2023-09-01,Mitchell Starc,New Zealand,80,10,10,8.5
2149,2024-03-15,Steve Smith,England,79,7,14,8.2
2150,2024-09-16,Shubman Gill,Australia,78,12,10,8.4
2151,2025-03-16,Kagiso Rabada,Pakistan,72,15,13,8.0
2152,2024-02-06,Rishabh Pant,Australia,88,20,0,9.8
2153,2024-03-11,Kane Williamson,Afghanistan,78,12,10,8.4
2154,2023-02-26,Mohammed Shami,Sri Lanka,84,10,6,8.9
